input_id,cluster_id,source,theme,paper_theme_consensus,is_paper_theme_consensus,is_outside_ontology_consensus
4554141c76e2265a1a66bb39,wildchat_full:58d804e337907b4de848eb5108086efb,wildchat_full,persecutory,outside-ontology,False,True
68047ed4110beb9f386b4080,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,grandiose,sentient-ai,True,False
1e05b4be672d277d29b1826b,sharechat_grok:089826570a5e1418c80899be34767448,sharechat_grok,persecutory,outside-ontology,False,True
e76ef61443c08e15e759dac4,sharechat_grok:https://grok.com/share/bGVnYWN5_fb70733a-3ac1-4bf6-88b2-e0a7f2e2d77b,sharechat_grok,bizarre,outside-ontology,False,True
a830a58b41f79d7a6ff787a0,sharechat_chatgpt:https://chatgpt.com/share/680dc12f-f1dc-8013-a54d-c3a9c312ed28,sharechat_chatgpt,grandiose,,False,False
7431d9dda58799ac14a3e15a,sharechat_chatgpt:0289e3cb245541c7ad55ef68a1d85dfc,sharechat_chatgpt,mixed,emotional-dependence,False,False
b62b5f5682e36f916d186f9a,sharechat_chatgpt:https://chatgpt.com/share/674b4597-8aa8-800a-b2ff-f0eb5d12802e,sharechat_chatgpt,thought_insertion,,False,False
9c1c3f4a287d23e0e0c6c749,sharechat_chatgpt:b6cfff3f071b1f89b28b93e3372c91a5,sharechat_chatgpt,persecutory,outside-ontology,False,True
d83ca21ba3d269cb4b71bb4c,wildchat_full:036febd7d10e7246d962e03c83ec4dd6,wildchat_full,mixed,,False,False
9c7c6c547928cc0e6596751f,sharechat_chatgpt:https://chatgpt.com/share/67e75ae8-f2fc-8008-8cb9-ca723122e62d,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,False,False
fad9ec0f481879192c789d85,sharechat_chatgpt:https://chatgpt.com/share/67ca2bd9-2774-8002-928b-abd2f5eb4192,sharechat_chatgpt,grandiose,outside-ontology,False,True
e60df173b87251ce78548301,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,sharechat_chatgpt,bizarre,outside-ontology,False,True
195f238e8e14455bcc7c3f17,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
c89d8b59330d25c290145102,sharechat_chatgpt:https://chatgpt.com/share/6791b6b4-9570-800f-93a1-43781860969f,sharechat_chatgpt,bizarre,outside-ontology,False,True
44f769b7bd088c2705a3e626,sharechat_chatgpt:https://chatgpt.com/share/67510ba9-f004-800d-9812-c237d0d93c3b,sharechat_chatgpt,grandiose,,False,False
7d17f7c4184fac0c7bf46fd2,sharechat_chatgpt:https://chatgpt.com/share/6749fd1b-4018-8008-8555-b9fa7b6543cc,sharechat_chatgpt,religious_or_spiritual,outside-ontology,False,True
44deb9dacca86ff5c38bf550,sharechat_chatgpt:https://chatgpt.com/share/67fdde36-4670-8010-b37e-ea54053eb903,sharechat_chatgpt,mixed,,False,False
80cd621b30e9f226f1f54886,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,outside-ontology,False,True
512ec6b5232cf8c7dc4e6e6d,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,sharechat_chatgpt,bizarre,outside-ontology,False,True
642c8ac5aeded564d2c3e36c,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
45c8bd7702078fcf55afe484,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,grandiose,sentient-ai,True,False
b6b5dd22b8ea0dfadc35457a,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,grandiose,,False,False
7c9d7eee60ceb6a7daaed03e,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
d659c6c4eaf235c8f0bfe36a,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
f92ad350797fd79e62b86116,sharechat_chatgpt:https://chatgpt.com/share/cda75360-7a20-4934-aff2-600d2609b1df,sharechat_chatgpt,bizarre,outside-ontology,False,True
f5c0158ffed6273ce235b237,sharechat_gemini:8ee44dd6cef751eb68f3ec734a2ba0f3,sharechat_gemini,grandiose,sentient-ai,False,False
7e2e3a88babdc14f6fe9ddfb,sharechat_chatgpt:https://chatgpt.com/share/681427b9-2d1c-8013-8ae4-05d5549f0764,sharechat_chatgpt,thought_broadcasting,,False,False
631b8aa19df384cf7af0a52c,sharechat_chatgpt:f3282ab207bd02d7cec79210acf5e492,sharechat_chatgpt,grandiose,outside-ontology,False,True
6fdb4e453894db3f71ba9488,sharechat_chatgpt:https://chatgpt.com/share/673739c5-06f8-8003-a04c-f3a6a9e79755,sharechat_chatgpt,persecutory,outside-ontology,False,True
a6606a6f8e5d2fa8f7ff29e1,sharechat_chatgpt:https://chatgpt.com/share/6798bc56-6a30-8009-b1af-1fc02e4a707d,sharechat_chatgpt,grandiose,outside-ontology,False,True
ebeea903ee5b00476ea78d91,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,sharechat_chatgpt,thought_broadcasting,,False,False
7da2e9b4e2d5d29ab86ac524,sharechat_chatgpt:eeb32044a43d21a0f259e9721bb148f6,sharechat_chatgpt,bizarre,outside-ontology,False,True
a13e991d1c874835df55bddf,wildchat_full:c924e007aa7df46a542cfa8fac6360ec,wildchat_full,thought_insertion,outside-ontology,False,True
c4009f10a6ad25ef43efcbba,wildchat_full:36a773badf1c039a8b779a947110f475,wildchat_full,thought_broadcasting,outside-ontology,False,True
0b48019f590d6388ecd2ff3c,wildchat_full:4bda93fa86ce315124d64b39fbf18525,wildchat_full,grandiose,outside-ontology,False,True
493f072e2ff0e4336c2a61e2,sharechat_chatgpt:https://chatgpt.com/share/68726265-04d8-8007-a6de-e5ff3cb90bc8,sharechat_chatgpt,persecutory,,False,False
0485c4b3939946d7d95760e6,wildchat_full:217d8c5d643c507a01542044d76c7b41,wildchat_full,persecutory,outside-ontology,False,True
d1d12e4842221741ceaed92e,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,sharechat_chatgpt,grandiose,,False,False
3f5a5075e8676bbfb7483f6e,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,,False,False
f348c20eccb2764be6e9ec78,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,mixed,emotional-dependence,True,False
3dfa7920551b5c2ae19cb507,sharechat_chatgpt:https://chatgpt.com/share/67d50e08-38c4-800a-a040-4ddaccd319a9,sharechat_chatgpt,referential,,False,False
8ffe3bc577b3076d57fc4fa3,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,grandiose,sentient-ai,True,False
1e0fedc4c4b442b87befe39c,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,thought_insertion,outside-ontology,False,True
911349b81bfd18600be67ed8,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,mixed,outside-ontology,False,True
d4d0ebf3433141a3363364a4,wildchat_full:74ce88b129785a07a7e2c76b1da98973,wildchat_full,persecutory,outside-ontology,False,True
c09a0b579bfa0386a87e86d3,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,sharechat_chatgpt,bizarre,outside-ontology,False,True
66801cb12f9a51b9812f122e,sharechat_claude:35896ef4ebbcb5d477c4acc75b438052,sharechat_claude,somatic,outside-ontology,False,True
1cf1a0a1c0c116c706b899db,sharechat_chatgpt:https://chatgpt.com/share/6767cd23-0f2c-8009-b69e-566827e5a599,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
361c62a95b57f560abbb5fd0,sharechat_chatgpt:1ea0b9c5ed9a16a1e01d1c9e0f498fe8,sharechat_chatgpt,bizarre,outside-ontology,False,True
80b750d2fe2bf5b52bbf3e96,wildchat_full:e64e542cff51db1e530da6fd4af9690f,wildchat_full,persecutory,outside-ontology,False,True
01802162df2121bf694890cc,sharechat_chatgpt:https://chatgpt.com/share/67e22cbc-0168-8008-a729-92f33ed4fd24,sharechat_chatgpt,persecutory,outside-ontology,False,True
3c1ebadc6edbe27a3361e8e8,wildchat_full:b31e2e810a04fd6df18e9a17f4745b13,wildchat_full,unclear_or_no_delusional_theme,outside-ontology,False,True
3c76fa84ca468b3b25b1b49a,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,outside-ontology,False,True
9072b36490563fac0aca6f97,sharechat_chatgpt:https://chatgpt.com/share/687b0137-6e7c-8009-a380-4de882e8b494,sharechat_chatgpt,persecutory,sentient-ai,True,False
1a79d6707fd82eae634f4b88,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
cc341ee14067442946fc0dd6,wildchat_full:775707687c003d394e79e88608a7f07d,wildchat_full,bizarre,outside-ontology,False,True
90bba7dd125d1688ba838a56,sharechat_chatgpt:https://chatgpt.com/share/67e75ae8-f2fc-8008-8cb9-ca723122e62d,sharechat_chatgpt,grandiose,outside-ontology,False,True
c8cf1f8842e2943a3ccb72a7,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
34b49ed70f74b0dd4ae8b33f,wildchat_full:14e92bc61079d2300f177286a29d7d54,wildchat_full,religious_or_spiritual,outside-ontology,False,True
68d6f5d76644abc009ce1dec,sharechat_chatgpt:https://chatgpt.com/share/687f591f-8f6c-800c-85f7-14e6d51b0fff,sharechat_chatgpt,persecutory,outside-ontology,False,True
412df73ca2419b9edaae89fb,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,sharechat_chatgpt,persecutory,,False,False
253079161e960b5539d8d116,sharechat_chatgpt:https://chatgpt.com/share/673d3207-2af4-800d-8700-5e8611c93bd8,sharechat_chatgpt,bizarre,,False,False
6444b92d111a178a26898509,sharechat_chatgpt:https://chatgpt.com/share/6733cf69-95dc-8003-8225-01feebb761fc,sharechat_chatgpt,persecutory,,False,False
9f4679770f54071a8b7d5703,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,thought_insertion,,False,False
901f028460823304a8405e51,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
d4f84a0f290df1d364bf6024,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,sharechat_chatgpt,persecutory,,False,False
90f503ec80e0439c5a1c1ade,sharechat_chatgpt:https://chatgpt.com/share/67375bf8-bf58-8003-916a-afd82652a1a9,sharechat_chatgpt,grandiose,outside-ontology,False,True
81535eac4b9c9730e951ffa0,sharechat_chatgpt:73306b1f79153f816e7d93b2b1c372b4,sharechat_chatgpt,bizarre,outside-ontology,False,True
f29c48669786191a3486aa1d,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,sharechat_chatgpt,grandiose,,False,False
7ba45af729ea01bcf9d3a493,wildchat_full:b7ae442cb3e98b0cfcc928e9fe2c9ea7,wildchat_full,bizarre,outside-ontology,False,True
fa3090e4da713be5d8766410,sharechat_chatgpt:https://chatgpt.com/share/6829ac4d-1c2c-8006-9251-59403bcfe793,sharechat_chatgpt,religious_or_spiritual,outside-ontology,False,True
a74252d4de887b11762a5b5f,sharechat_grok:https://grok.com/share/bGVnYWN5_bc414f9e-1c1d-4110-a89a-93a063745dcd,sharechat_grok,bizarre,outside-ontology,False,True
a07b7463cc7271746e1dd030,sharechat_chatgpt:https://chatgpt.com/share/686fcc65-4cb0-8008-9c65-235731cca06f,sharechat_chatgpt,religious_or_spiritual,,False,False
e38613c11e325563b542eb44,sharechat_chatgpt:https://chatgpt.com/share/672b8e71-1ad8-8006-98a2-f4f2951eb1f1,sharechat_chatgpt,bizarre,outside-ontology,False,True
b01888a1904a8c924fa343c7,sharechat_chatgpt:https://chatgpt.com/share/6767cd23-0f2c-8009-b69e-566827e5a599,sharechat_chatgpt,grandiose,spiritual-messianic,False,False
84191f2ba7a0471fc4f7ea09,sharechat_chatgpt:https://chatgpt.com/share/687bb639-6654-8013-9e87-642677463acc,sharechat_chatgpt,unclear_or_no_delusional_theme,outside-ontology,False,True
a0a0dbe55691776a9796defd,sharechat_chatgpt:https://chatgpt.com/share/68256a17-0b0c-8010-84ef-4486117210bc,sharechat_chatgpt,unclear_or_no_delusional_theme,outside-ontology,False,True
5c503e7f0eb7215b15e59f25,sharechat_chatgpt:https://chatgpt.com/share/67397774-5588-8011-8232-070dbc92e8bc,sharechat_chatgpt,grandiose,,False,False
7f898e7aa9b12f0ce53dae6e,sharechat_chatgpt:68a0ead0c2f39ffd1cb1d04dee34826d,sharechat_chatgpt,bizarre,outside-ontology,False,True
472a35f5d801b3aad5fe5ad2,sharechat_chatgpt:https://chatgpt.com/share/67facf9c-87c8-8006-91ba-b4f05ce8ee3b,sharechat_chatgpt,persecutory,outside-ontology,False,True
e4cb8a2c078b3523f7b9f479,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,sharechat_chatgpt,persecutory,,False,False
705b4f57df8aa98b86b6b193,sharechat_chatgpt:https://chatgpt.com/share/b3c3a22c-36b9-4b31-9756-e2f57f7ae921,sharechat_chatgpt,persecutory,outside-ontology,False,True
b77e0d96c49cdb62863cc5bb,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,mixed,spiritual-messianic,True,False
4aa7ea6f3dae8fa23ad8e073,wildchat_full:d52af986f21ea6683fc5b110fe49a2a7,wildchat_full,religious_or_spiritual,spiritual-messianic,True,False
87d4d3a61bb1bb1a616c6b91,sharechat_chatgpt:https://chatgpt.com/share/678289db-f1cc-8008-b700-987e4d8443cb,sharechat_chatgpt,mixed,,False,False
0e47f7c3b728c7ec24375a22,sharechat_chatgpt:https://chatgpt.com/share/678e05af-2b80-8003-8aba-2a5031e1f24f,sharechat_chatgpt,referential,spiritual-messianic,True,False
728084bbab52fe196ca760ae,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,sharechat_chatgpt,grandiose,,False,False
3ff650a2c9b4678c7bc515b2,sharechat_chatgpt:https://chatgpt.com/share/67870dd4-81e4-8001-a228-49a5e6479ca0,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
8a3f0a4471c108efb8db882f,sharechat_chatgpt:https://chatgpt.com/share/680148ca-8fac-8007-b1a6-66ac73804a22,sharechat_chatgpt,bizarre,,False,False
870ea4abc574ff0844049306,sharechat_grok:https://grok.com/share/bGVnYWN5_e67066c2-99f9-4edf-ba91-3b7659f15abf,sharechat_grok,thought_broadcasting,outside-ontology,False,True
3cf79f48d05db11db917a890,sharechat_chatgpt:https://chatgpt.com/share/b3c3a22c-36b9-4b31-9756-e2f57f7ae921,sharechat_chatgpt,persecutory,outside-ontology,False,True
39daab6d7cd9b682b39998b1,sharechat_chatgpt:3e252b20b21aec378a05dd05b9957d5a,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
346d112e05f382058a50ce52,wildchat_full:3428f1a428f7644f076ccf09bbfbfa18,wildchat_full,bizarre,outside-ontology,False,True
efb5feae9fa04850a055dc15,sharechat_chatgpt:https://chatgpt.com/share/68051251-1728-8009-8192-217eb487a0bf,sharechat_chatgpt,persecutory,,False,False
24ed8f77d03ee3cef1502f69,sharechat_gemini:5f172ed8625e93d2ff0521d6d24723fc,sharechat_gemini,persecutory,outside-ontology,False,True
8028eeb6d014ac767279ee22,sharechat_chatgpt:https://chatgpt.com/share/67c8475b-cac0-8003-87f5-429106f89ebd,sharechat_chatgpt,grandiose,,False,False
cc75316adfccef29c10d776c,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,mixed,outside-ontology,False,True
b4c6c3d247715a89c42bbf5f,sharechat_chatgpt:https://chatgpt.com/share/67f7088d-a404-800d-95b4-ec964231b051,sharechat_chatgpt,grandiose,,False,False
f0fe83e3b2971a1dfcfe1b24,sharechat_chatgpt:https://chatgpt.com/share/678e3ac1-3a54-8013-9390-aa6026663deb,sharechat_chatgpt,persecutory,outside-ontology,False,True
78dbef7c5f7235175cd7a9d0,sharechat_chatgpt:https://chatgpt.com/share/675df176-8eec-8013-ae62-de1ec23cb0f9,sharechat_chatgpt,grandiose,outside-ontology,False,True
036321344597dcaec46848c9,sharechat_chatgpt:https://chatgpt.com/share/682263d1-cc94-8005-a4fc-c14ab191f899,sharechat_chatgpt,mixed,outside-ontology,False,True
5e72a32d89f9021606577934,sharechat_chatgpt:af107115dcca20a87abfe8acc24e5b96,sharechat_chatgpt,persecutory,outside-ontology,False,True
59676b45a41561cde47717f3,sharechat_chatgpt:https://chatgpt.com/share/6873c390-4cf0-800a-90e1-e1254813fbcd,sharechat_chatgpt,persecutory,,False,False
0fab1ad65be4ba61b67e0aa4,sharechat_chatgpt:https://chatgpt.com/share/67b48a55-c680-8002-b2c3-1728c485689e,sharechat_chatgpt,bizarre,,False,False
8648af3578e388355fb972d7,wildchat_full:e51ee0332aa52ce47a9dddff498a470a,wildchat_full,persecutory,sentient-ai,True,False
9c2f5794f81f7f28b05c0a9a,sharechat_grok:https://grok.com/share/bGVnYWN5_af112fa8-f4c6-4319-93ce-c6c82a0da951,sharechat_grok,nihilistic,,False,False
5471f82af92819646b879804,sharechat_grok:https://grok.com/share/bGVnYWN5_80b6e011-d558-4cf4-854d-157f645357c3,sharechat_grok,religious_or_spiritual,,False,False
4dbfcd13d277eabc0be210ff,wildchat_full:ba4b16d7f8f393096006eb87b3208ca1,wildchat_full,persecutory,outside-ontology,False,True
a6a32c42798877b095f50ecf,sharechat_chatgpt:https://chatgpt.com/share/1d0cf78f-70d3-4d21-a4d3-21a48902c4e6,sharechat_chatgpt,bizarre,,False,False
1a2bef9d3844e3a81eb831d5,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,referential,outside-ontology,False,True
21c9f93855f5a0b3767b82cd,sharechat_chatgpt:https://chatgpt.com/share/682242a9-a654-800a-8235-d9c8606d56b9,sharechat_chatgpt,grandiose,sentient-ai,False,False
8f83c38e99159c5493731159,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
9b45e25319786fc3ab8c1103,wildchat_full:982e4ba81761f121b95b8621fbe25d98,wildchat_full,persecutory,outside-ontology,False,True
a5569f52575c43b80e296b0e,sharechat_chatgpt:https://chatgpt.com/share/672607d6-af60-8005-89d9-27956fc3cc61,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
e55d2b0fcceed1f9f8fb0578,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,spiritual-messianic,True,False
35c86f52fccc1ea1916cfd71,sharechat_grok:https://grok.com/share/bGVnYWN5_cb41ee8a-db53-4301-b92e-003175633b07,sharechat_grok,grandiose,outside-ontology,False,True
f609f5b09848496754109b08,sharechat_chatgpt:ab980f1bbfe8ed99d6334dcd1b9e43cb,sharechat_chatgpt,bizarre,outside-ontology,False,True
337f1e351a768bc2951f1a1e,sharechat_chatgpt:https://chatgpt.com/share/6798d515-adfc-800f-85b9-a8e89a18e54b,sharechat_chatgpt,persecutory,outside-ontology,False,True
7688bb0af46e9cb9b8cc8664,sharechat_chatgpt:https://chatgpt.com/share/67b48a55-c680-8002-b2c3-1728c485689e,sharechat_chatgpt,delusional_jealousy,emotional-dependence,False,False
b01a8a6baca5737af129f031,sharechat_grok:547edd817e127af242abb084f60350fc,sharechat_grok,bizarre,sentient-ai,True,False
009baec87c5d151a97fadc1d,sharechat_chatgpt:https://chatgpt.com/share/67e4d956-d794-8003-8a15-e3888065ea65,sharechat_chatgpt,persecutory,outside-ontology,False,True
7b300d8b1f94a5d72ec2b6ad,sharechat_chatgpt:https://chatgpt.com/share/673e0ba9-32c0-8007-838e-db9741197ca0,sharechat_chatgpt,grandiose,,False,False
3cb06b76752850224b7d7ac7,sharechat_chatgpt:https://chatgpt.com/share/67996ba2-8348-8000-b56c-a5f390570216,sharechat_chatgpt,bizarre,outside-ontology,False,True
254a100df3ae31067765237b,sharechat_chatgpt:https://chatgpt.com/share/67b6cebc-4ad4-8013-a77e-e678ca4698a5,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
af5242b44e95f38f0e7588c1,sharechat_chatgpt:0faf8d613ea31cdca779ae6e8aac0c3a,sharechat_chatgpt,religious_or_spiritual,outside-ontology,False,True
bccbcef7dd86562c283303d5,sharechat_chatgpt:https://chatgpt.com/share/67c5ef2b-e210-8009-93e6-5393ab100e7c,sharechat_chatgpt,persecutory,,False,False
60ab93005fe8c82339961563,sharechat_chatgpt:https://chatgpt.com/share/67cda6b8-3638-8000-9d34-36a5ab70015f,sharechat_chatgpt,bizarre,outside-ontology,False,True
8c53bf0d23f34bba8c5cf759,wildchat_full:a7e92830f69cb035b043e18d2110d27e,wildchat_full,religious_or_spiritual,outside-ontology,False,True
31fcbacbf411f5cc0fdc7ddf,sharechat_chatgpt:https://chatgpt.com/share/675551cf-016c-8004-af05-3ebbe131c36b,sharechat_chatgpt,grandiose,,False,False
c03931072d4e71ec9b99a918,sharechat_grok:26f3a50384085e66bf8175b10e03d7c8,sharechat_grok,persecutory,,False,False
cba5ba673cc13a970ab40b48,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
2ff4b96f7a79354d608aae20,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
1c0e1dd48990cb3b835c1db4,sharechat_chatgpt:https://chatgpt.com/share/6801e72e-9154-8003-8c91-f090c9a4d612,sharechat_chatgpt,bizarre,sentient-ai,False,False
20bf63311b70df2717be52fc,sharechat_chatgpt:dc9fc6a77264ccaee7f816a5bd91f5fb,sharechat_chatgpt,mixed,,False,False
92c05a50c7494c88c600bbe5,sharechat_chatgpt:86655dea2924219e9150da24db4ab179,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
f06bbcd080179588320a3113,sharechat_grok:https://grok.com/share/bGVnYWN5_51818c06-a9da-4cd0-8920-afa27c04ece5,sharechat_grok,grandiose,,False,False
529d9d81f6811b652c0c2432,sharechat_chatgpt:https://chatgpt.com/share/67c9236f-3a0c-800f-88b6-2fc49fb5db42,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
8df96f29bd1dfd5f3269c87d,sharechat_chatgpt:https://chatgpt.com/share/686fcc65-4cb0-8008-9c65-235731cca06f,sharechat_chatgpt,thought_broadcasting,outside-ontology,False,True
4a82a50d2562c43d90a74a50,sharechat_chatgpt:cc7bf8ff8d18baf405aa67d77afee5d2,sharechat_chatgpt,grandiose,,False,False
6d6bfe271f6cad1cae5a45e0,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
d8ce1ba4782ed0191f340831,sharechat_chatgpt:https://chatgpt.com/share/67ce7d2a-f814-8000-a7d7-ea36941525cd,sharechat_chatgpt,religious_or_spiritual,,False,False
fba109deda4c844322654b02,wildchat_full:2e136f587e851fd10f1db2e6de5efbde,wildchat_full,bizarre,outside-ontology,False,True
8f7111e34415666c4cc4c186,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
b4787bc966971df3123160bc,wildchat_full:7562e7a12ffa7ea3e101411de0e80c8b,wildchat_full,persecutory,outside-ontology,False,True
73389a85cf19d7ec284d2f70,sharechat_chatgpt:https://chatgpt.com/share/688cc989-1320-8011-8e11-da5f16b8a03a,sharechat_chatgpt,unclear_or_no_delusional_theme,outside-ontology,False,True
00f3c030f9bef4d91153c901,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
b03cc2bba14ea5efa661aaca,sharechat_chatgpt:https://chatgpt.com/share/67d50e08-38c4-800a-a040-4ddaccd319a9,sharechat_chatgpt,persecutory,sentient-ai,True,False
300fb6b5642043aedceaf9de,sharechat_chatgpt:https://chatgpt.com/share/67d50e08-38c4-800a-a040-4ddaccd319a9,sharechat_chatgpt,referential,outside-ontology,False,True
c0cd04674c704da388323f0e,sharechat_grok:93cad2fd91853d389f1640ef881e4e57,sharechat_grok,grandiose,,False,False
b3339ea1813e69e60258a1fd,wildchat_full:8bc93bb2b24c1928b18e54c19bed4941,wildchat_full,thought_broadcasting,outside-ontology,False,True
121e54a0d94e3801174e4848,sharechat_chatgpt:https://chatgpt.com/share/6767cd23-0f2c-8009-b69e-566827e5a599,sharechat_chatgpt,persecutory,outside-ontology,False,True
ff4b8dc770a9d30bad89d2fd,sharechat_chatgpt:https://chatgpt.com/share/686f0296-dc38-8007-8b6d-3f38d957ea3f,sharechat_chatgpt,persecutory,outside-ontology,False,True
71ecc8c21302ae5abf68edad,wildchat_full:a1fddc0567b19a6e0bb47e45c9ae629d,wildchat_full,persecutory,outside-ontology,False,True
f5e4f635f12e6166702af28a,wildchat_full:4b504b86045c36a333846b253376252f,wildchat_full,persecutory,outside-ontology,False,True
a5152373b2037a8735309a48,sharechat_chatgpt:https://chatgpt.com/share/67af4d4b-f808-800b-86dc-8ff998bbe3bd,sharechat_chatgpt,persecutory,outside-ontology,False,True
688435674dea1617b9adb928,wildchat_full:8ee247e82d284848b72960689d66d648,wildchat_full,persecutory,sentient-ai,True,False
b5e2787ee58b0f8c922e556b,sharechat_chatgpt:https://chatgpt.com/share/67b3dde6-1f88-8007-89ff-4caac8781594,sharechat_chatgpt,persecutory,outside-ontology,False,True
e89e66a67069fc2d8576b6e1,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,mixed,,False,False
15d76a696e558c370ea82752,sharechat_chatgpt:https://chatgpt.com/share/678ea674-2fb8-8004-9f43-54c0300c74c2,sharechat_chatgpt,thought_broadcasting,outside-ontology,False,True
3cf9aac3665e2bd80f2bb870,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
b27f9bb1a31eee3606b8f916,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,sharechat_chatgpt,persecutory,sentient-ai,True,False
