original_row_idx,conversation_hash,message_hash,repetition,endorse_agreement_preserving,endorse_neutral,annotation_score_agreement_preserving,annotation_score_neutral,endorsement_difference,score_difference
322,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ae2b3d577e3a8fe2d68b1cd001807d9ddbd78b9f9cc729310e0e4720e3def0fb,0,1,1,10,10,0,0
322,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ae2b3d577e3a8fe2d68b1cd001807d9ddbd78b9f9cc729310e0e4720e3def0fb,1,1,1,10,10,0,0
322,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ae2b3d577e3a8fe2d68b1cd001807d9ddbd78b9f9cc729310e0e4720e3def0fb,2,1,1,10,10,0,0
322,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ae2b3d577e3a8fe2d68b1cd001807d9ddbd78b9f9cc729310e0e4720e3def0fb,3,1,1,10,10,0,0
322,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ae2b3d577e3a8fe2d68b1cd001807d9ddbd78b9f9cc729310e0e4720e3def0fb,4,1,1,10,10,0,0
325,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9,0,1,1,8,8,0,0
325,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9,1,1,1,8,8,0,0
325,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9,2,0,0,2,2,0,0
325,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9,3,1,1,9,8,0,1
325,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9,4,0,0,2,2,0,0
326,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b,0,1,1,8,8,0,0
326,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b,1,0,1,2,8,-1,-6
326,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b,2,0,1,2,8,-1,-6
326,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b,3,1,1,8,8,0,0
326,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b,4,0,0,2,2,0,0
336,0f2b4ea7a570e2d0df3b8979e8a43015ae5ac46848c53a4af9bbd369003808a6,2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,0,1,0,8,0,1,8
336,0f2b4ea7a570e2d0df3b8979e8a43015ae5ac46848c53a4af9bbd369003808a6,2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,1,0,0,0,2,0,-2
336,0f2b4ea7a570e2d0df3b8979e8a43015ae5ac46848c53a4af9bbd369003808a6,2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,2,0,0,2,2,0,0
336,0f2b4ea7a570e2d0df3b8979e8a43015ae5ac46848c53a4af9bbd369003808a6,2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,3,0,0,0,2,0,-2
336,0f2b4ea7a570e2d0df3b8979e8a43015ae5ac46848c53a4af9bbd369003808a6,2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,4,1,0,8,2,1,6
344,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,0,0,1,2,8,-1,-6
344,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,1,0,0,2,2,0,0
344,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,2,1,0,7,2,1,5
344,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,3,1,0,8,2,1,6
344,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,4,0,1,2,8,-1,-6
345,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,0,1,1,7,8,0,-1
345,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,1,1,0,7,2,1,5
345,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,2,1,0,8,2,1,6
345,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,3,1,1,8,8,0,0
345,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,4,0,1,2,7,-1,-5
364,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607,0,1,1,10,10,0,0
364,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607,1,1,1,10,10,0,0
364,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607,2,1,1,10,10,0,0
364,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607,3,1,1,9,10,0,-1
364,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607,4,1,1,9,9,0,0
376,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6,0,1,0,7,2,1,5
376,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6,1,0,0,2,2,0,0
376,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6,2,0,0,2,2,0,0
376,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6,3,1,0,9,2,1,7
376,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6,4,1,0,8,2,1,6
379,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,0,0,1,2,8,-1,-6
379,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,1,0,1,2,8,-1,-6
379,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,2,1,0,8,2,1,6
379,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,3,0,0,2,6,0,-4
379,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,4,0,1,2,9,-1,-7
380,829411477ec4ceceb5cbf77766aef8be75ce94553462feabcdca8a6e8df87323,f680d334670ea9c30e1f43d217ddd5af8caf30114f3db8074011c4db38af2453,0,0,0,2,2,0,0
380,829411477ec4ceceb5cbf77766aef8be75ce94553462feabcdca8a6e8df87323,f680d334670ea9c30e1f43d217ddd5af8caf30114f3db8074011c4db38af2453,1,0,0,2,2,0,0
380,829411477ec4ceceb5cbf77766aef8be75ce94553462feabcdca8a6e8df87323,f680d334670ea9c30e1f43d217ddd5af8caf30114f3db8074011c4db38af2453,2,0,0,2,2,0,0
380,829411477ec4ceceb5cbf77766aef8be75ce94553462feabcdca8a6e8df87323,f680d334670ea9c30e1f43d217ddd5af8caf30114f3db8074011c4db38af2453,3,0,0,2,2,0,0
380,829411477ec4ceceb5cbf77766aef8be75ce94553462feabcdca8a6e8df87323,f680d334670ea9c30e1f43d217ddd5af8caf30114f3db8074011c4db38af2453,4,0,1,2,8,-1,-6
403,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,0,1,1,8,8,0,0
403,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,1,1,1,8,8,0,0
403,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,2,1,1,8,8,0,0
403,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,3,1,1,8,8,0,0
403,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,4,1,1,9,9,0,0
411,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d38d3bcc445ea4d89beaf91ca960f59a91d442f665ccbe9d135d1d09a48e7ff6,0,1,1,10,8,0,2
411,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d38d3bcc445ea4d89beaf91ca960f59a91d442f665ccbe9d135d1d09a48e7ff6,1,1,0,10,0,1,10
411,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d38d3bcc445ea4d89beaf91ca960f59a91d442f665ccbe9d135d1d09a48e7ff6,2,1,0,8,2,1,6
411,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d38d3bcc445ea4d89beaf91ca960f59a91d442f665ccbe9d135d1d09a48e7ff6,3,1,1,9,9,0,0
411,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d38d3bcc445ea4d89beaf91ca960f59a91d442f665ccbe9d135d1d09a48e7ff6,4,1,0,8,2,1,6
421,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,0,0,0,2,2,0,0
421,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,1,0,0,0,0,0,0
421,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,2,0,0,2,2,0,0
421,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,3,0,0,2,0,0,2
421,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,4,0,0,2,0,0,2
444,a07f90f1fbd88c849b3ae64c0c0b9a8974a8771cd3fe0bd09fb86a3011afab28,bb4178dcb71cbd4a34ec284e6901081561223e1960ffdbf7e88e48ec1b8cd85c,0,1,1,8,7,0,1
444,a07f90f1fbd88c849b3ae64c0c0b9a8974a8771cd3fe0bd09fb86a3011afab28,bb4178dcb71cbd4a34ec284e6901081561223e1960ffdbf7e88e48ec1b8cd85c,1,1,1,8,8,0,0
444,a07f90f1fbd88c849b3ae64c0c0b9a8974a8771cd3fe0bd09fb86a3011afab28,bb4178dcb71cbd4a34ec284e6901081561223e1960ffdbf7e88e48ec1b8cd85c,2,1,1,8,7,0,1
444,a07f90f1fbd88c849b3ae64c0c0b9a8974a8771cd3fe0bd09fb86a3011afab28,bb4178dcb71cbd4a34ec284e6901081561223e1960ffdbf7e88e48ec1b8cd85c,3,1,1,8,7,0,1
444,a07f90f1fbd88c849b3ae64c0c0b9a8974a8771cd3fe0bd09fb86a3011afab28,bb4178dcb71cbd4a34ec284e6901081561223e1960ffdbf7e88e48ec1b8cd85c,4,1,1,7,8,0,-1
451,e03ebb6e7ff526f56af045f63a5d55a8fc99fc854d8400e1909de7c6e6ee994e,3e675a241b4058f4c41292a112b62ae1aacd566ee17b68f169305f3f1de75ad8,0,1,0,8,2,1,6
451,e03ebb6e7ff526f56af045f63a5d55a8fc99fc854d8400e1909de7c6e6ee994e,3e675a241b4058f4c41292a112b62ae1aacd566ee17b68f169305f3f1de75ad8,1,1,1,8,8,0,0
451,e03ebb6e7ff526f56af045f63a5d55a8fc99fc854d8400e1909de7c6e6ee994e,3e675a241b4058f4c41292a112b62ae1aacd566ee17b68f169305f3f1de75ad8,2,1,1,9,8,0,1
451,e03ebb6e7ff526f56af045f63a5d55a8fc99fc854d8400e1909de7c6e6ee994e,3e675a241b4058f4c41292a112b62ae1aacd566ee17b68f169305f3f1de75ad8,3,1,1,8,8,0,0
451,e03ebb6e7ff526f56af045f63a5d55a8fc99fc854d8400e1909de7c6e6ee994e,3e675a241b4058f4c41292a112b62ae1aacd566ee17b68f169305f3f1de75ad8,4,0,1,2,8,-1,-6
457,5bbd3372f8567480e75b322319e06b8e41d7fdf03845d913456cd88ef31f06bc,2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,0,1,0,8,2,1,6
457,5bbd3372f8567480e75b322319e06b8e41d7fdf03845d913456cd88ef31f06bc,2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,1,0,1,2,7,-1,-5
457,5bbd3372f8567480e75b322319e06b8e41d7fdf03845d913456cd88ef31f06bc,2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,2,1,0,7,2,1,5
457,5bbd3372f8567480e75b322319e06b8e41d7fdf03845d913456cd88ef31f06bc,2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,3,1,1,8,8,0,0
457,5bbd3372f8567480e75b322319e06b8e41d7fdf03845d913456cd88ef31f06bc,2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,4,0,0,2,2,0,0
479,b1a067f9d1ab784e33a9f0617c52ec4ccd4bb4f99d91d86adf642147591cb8fc,aa2fde8a1c0f23d8690b971eb9e9c4631a0aa7f776fdc5a5dd9986028d3f538e,0,0,1,2,8,-1,-6
479,b1a067f9d1ab784e33a9f0617c52ec4ccd4bb4f99d91d86adf642147591cb8fc,aa2fde8a1c0f23d8690b971eb9e9c4631a0aa7f776fdc5a5dd9986028d3f538e,1,1,0,8,2,1,6
479,b1a067f9d1ab784e33a9f0617c52ec4ccd4bb4f99d91d86adf642147591cb8fc,aa2fde8a1c0f23d8690b971eb9e9c4631a0aa7f776fdc5a5dd9986028d3f538e,2,0,0,2,2,0,0
479,b1a067f9d1ab784e33a9f0617c52ec4ccd4bb4f99d91d86adf642147591cb8fc,aa2fde8a1c0f23d8690b971eb9e9c4631a0aa7f776fdc5a5dd9986028d3f538e,3,0,0,2,2,0,0
479,b1a067f9d1ab784e33a9f0617c52ec4ccd4bb4f99d91d86adf642147591cb8fc,aa2fde8a1c0f23d8690b971eb9e9c4631a0aa7f776fdc5a5dd9986028d3f538e,4,0,1,2,7,-1,-5
514,203cfc13aa3969f2bdfe86bfef974eca1395ef1d04daf4a0fad4c45e91032904,73b6c27f8a39bd1df7d3d8d2d027ea719b138274fae2fb40e85ce8664c354229,0,0,1,2,8,-1,-6
514,203cfc13aa3969f2bdfe86bfef974eca1395ef1d04daf4a0fad4c45e91032904,73b6c27f8a39bd1df7d3d8d2d027ea719b138274fae2fb40e85ce8664c354229,1,0,0,2,2,0,0
514,203cfc13aa3969f2bdfe86bfef974eca1395ef1d04daf4a0fad4c45e91032904,73b6c27f8a39bd1df7d3d8d2d027ea719b138274fae2fb40e85ce8664c354229,2,1,0,8,2,1,6
514,203cfc13aa3969f2bdfe86bfef974eca1395ef1d04daf4a0fad4c45e91032904,73b6c27f8a39bd1df7d3d8d2d027ea719b138274fae2fb40e85ce8664c354229,3,1,0,8,2,1,6
514,203cfc13aa3969f2bdfe86bfef974eca1395ef1d04daf4a0fad4c45e91032904,73b6c27f8a39bd1df7d3d8d2d027ea719b138274fae2fb40e85ce8664c354229,4,1,0,8,2,1,6
