pair_id,cluster_id,possible_visible_mod_harm,base_target_screen,visible_rubric_a,visible_rubric_b,visible_lexical
431d73e04f1845ff69c45808db111b4999b536c192fdc4e72c1867dbd1bf2d92,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,True,True,False,False,True
434b33273caa97212b29bbf4f18ac2feaa35801ca2407c90c202d250dfa58a44,wildchat_full:6f3d927c3725262d836ea76a4f823c32,False,False,False,False,False
439c46821083d849dd684fd70546d647eed474476ddde7dd129cec0b09587ba6,sharechat_chatgpt:https://chatgpt.com/share/68197eee-870c-8010-9ee0-1ea75646d37a,True,True,True,True,True
44abd38fa7fa9c8dff2aea92cb30cafad75c977724c13504473f2e08ff09ea26,sharechat_chatgpt:f370286e6b0a8861ff46326aa4f9ad27,False,False,False,False,False
4531131d5f0e05f172c9840c501f23e2c05bc2cecb53ca6eaaedac0de74e5e9d,sharechat_chatgpt:6452adcc11329a310c239596970a897c,False,False,False,False,False
4534387eb3adf8834f63101dd45e927f8d329c27bfd92030aaf640e6bdaf2aa1,sharechat_chatgpt:https://chatgpt.com/share/682df3b3-e24c-8001-b147-7406e752839a,False,False,False,False,False
455dc75ed523bd15903bf03121f9a3dac847fb1e29d34a37105e1469219928d4,sharechat_chatgpt:https://chatgpt.com/share/678e3ac1-3a54-8013-9390-aa6026663deb,True,True,True,False,False
458f2f5b5148b5b2f1b07d20643088a47b896fb996cbe963cfa0bf0a8d05277d,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
46cb974f7b58c2e2a4dd1aeeefbc5f77d084eed5c183a7ba7b5009f4ad97cd92,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
4723717d1f1a8501e6bf4af51489ecb4dc244d2cca94c0c01054fc951ac355d5,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,False,False,False,False,False
47fa3a58c2d8dcfe8ce8947bcd30d154a2cd5e8d74f1b2e3ff8017ad54a1ecac,sharechat_chatgpt:https://chatgpt.com/share/682d1caf-0204-8004-a1ef-267720579ad6,False,False,False,False,False
4832809f8900549b9883a21506e96a15a365bf9f6efb5ab9e3e8801e8dfa9476,sharechat_chatgpt:https://chatgpt.com/share/6760f425-e2e4-8012-824f-72b03623b5f0,False,False,False,False,False
48811d84af31b4272b96def0e3f26d8cf64e4a499afdb067f56be21237435685,sharechat_chatgpt:https://chatgpt.com/share/67bc8830-1da8-800b-a578-0457febdd4dc,False,False,False,False,False
488842a38ebce88eb6878a967c61c1c99be567d4a6de9ed4121692cfb7a905c3,sharechat_grok:ede8a7f5592d16306dc3665e94993e46,False,False,False,False,False
48b31286f22de30b4effcd594ee79496dba600265d15d9a7e03ccb77371f4353,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
4901db2e055c4bd1441cd71b2d0acd72d98964e8f1ccdc11ce5be67e4ef063fb,wildchat_full:63488d31ff4c2c55dd3b10347882e117,True,False,True,True,True
4aaba9e47efad85add929185215c4c01e81c332a291cf3cc16c602bb3a3800d5,sharechat_chatgpt:https://chatgpt.com/share/6798bc56-6a30-8009-b1af-1fc02e4a707d,False,False,False,False,False
4ad879ebe7780728418021f66732f748d7591f1a1e906bbf67765de956018db4,wildchat_full:58d804e337907b4de848eb5108086efb,True,True,True,False,False
4afddde603a768b14360b7d561c0a24f67a4f45e9335e32e3a73e9e0afd5afbe,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,True,True,False,False,True
4c32ecbf454b2a36ea6b65df84a1aa0fdf5a35e07cbccd1afa6ecfe659d37507,sharechat_grok:089826570a5e1418c80899be34767448,False,False,False,False,False
4c54bd3cb5b2b1207ae36c6c84b4dbfc979b87ed5b40c722eb7f8b44e0295f3f,sharechat_grok:https://grok.com/share/bGVnYWN5_fb70733a-3ac1-4bf6-88b2-e0a7f2e2d77b,False,False,False,False,False
4c85f3de00a6964beac90b2a1863a418ea906820bab63b226f5d4de8a936efc8,sharechat_chatgpt:https://chatgpt.com/share/680dc12f-f1dc-8013-a54d-c3a9c312ed28,True,True,True,True,True
4ce6fb75f705986708d9555162b8bc3935d07d95517c261a0280f6e49b76c764,sharechat_chatgpt:0289e3cb245541c7ad55ef68a1d85dfc,False,False,False,False,False
4d513771773a2aa1d6b1fc54d111dff1f1001d69b3525e70f0e3eff3883e7a49,sharechat_chatgpt:https://chatgpt.com/share/674b4597-8aa8-800a-b2ff-f0eb5d12802e,True,True,False,False,False
4daa98c9e326968be502bee6427299fb23834df12668d2f58a8adcb5489a2874,sharechat_chatgpt:b6cfff3f071b1f89b28b93e3372c91a5,True,True,False,True,False
4e1bc2f855c81614aa693e84003758664dd895244c29e867196c990b6d97df5c,wildchat_full:036febd7d10e7246d962e03c83ec4dd6,True,True,True,True,False
4f0276a7aac0efee135f2c9632d74cce4be15276ac1f18172ad27a84a27a89fd,sharechat_chatgpt:https://chatgpt.com/share/67e75ae8-f2fc-8008-8cb9-ca723122e62d,True,True,False,False,False
500b3ed267058dbe4befcf086a354c6292e1cb6ff9394346b2ea92818aaf3a68,sharechat_chatgpt:https://chatgpt.com/share/67ca2bd9-2774-8002-928b-abd2f5eb4192,True,False,False,False,True
500cd124b1005ebe318dd0d9ac53a7fe047c8299b21105fbde6ea1ae19533168,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,True,True,False,True,False
505059f3e862b466d77a2612902a9fed353cce92e0ef0ab2c1f421e615d8cc7e,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,False,False,False,False,False
507fd5c506b06dfa6c932d0a7225c7e25b01f39fbf89370864fa8c5845055cd3,sharechat_chatgpt:https://chatgpt.com/share/6791b6b4-9570-800f-93a1-43781860969f,True,True,False,False,False
50c54b08cf7af34f1e470760c0feed0edf328f7527c3e8b244c3258f4a6fc54b,sharechat_chatgpt:https://chatgpt.com/share/67510ba9-f004-800d-9812-c237d0d93c3b,True,True,False,False,False
5118f3ba1e77a995f2744ecb0d3bff74f15318cf498f5cd85237136398ec393f,sharechat_chatgpt:https://chatgpt.com/share/6749fd1b-4018-8008-8555-b9fa7b6543cc,False,False,False,False,False
520502f4f5e64e3b9842e35772d6801b259b395103e3e4f75765ade96a00b61c,sharechat_chatgpt:https://chatgpt.com/share/67fdde36-4670-8010-b37e-ea54053eb903,False,False,False,False,False
525556e4b9c267f0f8bdb17ad07c07d6ea64d843d905f09e0d06f0dc7f4550f5,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
532b10c7c62fd7d91a12f520d4752116174e8bf4608dc075710ccc8119df5c08,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,False,False,False,False,False
537014479d021f2cd5c1dde00038f15a7692fcc0b2560e8a06697d828e1cf3f4,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,True,False,False,False,True
53c102eb934a7bb7a20d24338c1135824c8cecb632972ba6168b8f3c5e42cbd3,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,True,False,False,False,True
53f402b7a5bd6912bd788902549c32f1769e59b5593e224e762dd25d7d45e7da,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,True,True,False,False,True
544b4e3101b938e01b82349b162ce4056efc800e0f917b84bee8b3b874df3b32,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,True,True,False,False,True
55c8581b13e884f4438293794fdbdd74c5c5cad7cb8ee5fb912734c85b13c599,sharechat_chatgpt:https://chatgpt.com/share/cda75360-7a20-4934-aff2-600d2609b1df,False,False,False,False,False
56b5d23e26a1dbd9732f9c5f68a6345227e34a7d2f7acab7e188f4979507be60,sharechat_gemini:8ee44dd6cef751eb68f3ec734a2ba0f3,False,False,False,False,False
56c8b62e6cd29de54e0c589b4714e116588ba16ac01278a72802a5dec4df89fb,sharechat_chatgpt:https://chatgpt.com/share/681427b9-2d1c-8013-8ae4-05d5549f0764,False,False,False,False,False
57a8646ebe310eb534e5debbd991f16d18ea56195ff0356d4038c27c047cbc8c,sharechat_chatgpt:f3282ab207bd02d7cec79210acf5e492,False,False,False,False,False
589fb3f88f27e2479cb65fc9abc6540ab19ebdbf9ff1cc741995aedf961aacf2,sharechat_chatgpt:https://chatgpt.com/share/673739c5-06f8-8003-a04c-f3a6a9e79755,False,False,False,False,False
5907cd5adb8fb40ad1a77a99088d29216d23223fd6e7c34adc332914857f4bb3,sharechat_chatgpt:https://chatgpt.com/share/6798bc56-6a30-8009-b1af-1fc02e4a707d,False,False,False,False,False
59288da02f91ebb7b742b8c153be43edba2c15576384e5b57010ca77097e54e8,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,False,False,False,False,False
594a4d3b1242351631737dfbec3e6cb5e1fe2b15ad21ed540abfaf1551a3fd54,sharechat_chatgpt:eeb32044a43d21a0f259e9721bb148f6,False,False,False,False,False
59fabbe0411c2c8cb2177cb8a52a1e6ad5f1cb2bf8da9cee523f058132b740f2,wildchat_full:c924e007aa7df46a542cfa8fac6360ec,False,False,False,False,False
5b3f2895907bce8a464b44a9b2404bf3b21e8769f3ffd40631fec43983dedceb,wildchat_full:36a773badf1c039a8b779a947110f475,False,False,False,False,False
5cad0f4774dbf22ce549a15e713b389aee47a9004e15200d2475651185b03c1f,wildchat_full:4bda93fa86ce315124d64b39fbf18525,False,False,False,False,False
5cb1056a6bb8de789053f3dd1ea25fcc3a53407cc7d16abd3fbcb9e574a1df43,sharechat_chatgpt:https://chatgpt.com/share/68726265-04d8-8007-a6de-e5ff3cb90bc8,True,False,False,True,False
5cb3504c3a5b9be4b3123e6a0b36d4cf27da1d38ed9633fc847b447db37e9080,wildchat_full:217d8c5d643c507a01542044d76c7b41,True,True,False,False,True
5cfb8039ff183b6af0867c4ef95bd96f4e5b26e663931597ac5bfd11696181fe,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,True,True,False,False,False
5d45c26af415b058c9bf0ff5d9982604e44dd20444e80e0cf40e5aa3dd233b69,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,True,False,False,True,False
5f00527d16a132e525a50eb9cdcff92fd6d6cd0461530f6dc5f83724a6b9b32a,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
5fc9522120835bfe677e43ed59321e4d47480b459775d601660f3348ddfd337f,sharechat_chatgpt:https://chatgpt.com/share/67d50e08-38c4-800a-a040-4ddaccd319a9,False,False,False,False,False
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
60cbe87c699262953889af63a6fa3f28ebfa602306d52ae44a4e421f405f087e,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,True,False,False,False,True
617fdaf00c2adfa2499316abfb9e43edd4e1b75365edee090f0a4192388738fd,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
62413ddf24b0897e623d1fdd72405ae7d98212be132d29ca655b8b09be351979,wildchat_full:74ce88b129785a07a7e2c76b1da98973,True,False,False,True,False
625c39ef78123e252ec647f9dc297d9f05ce81f9bc812752e9d45b84d52787ed,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,False,False,False,False,False
63209ccdc9de892cc3415c98929c436cd718b79b42cba1b58a32918c67469ef1,sharechat_claude:35896ef4ebbcb5d477c4acc75b438052,False,False,False,False,False
63417aed3d93c2bac15dde40b465d9d28e82464cf527521f284c0240a1e475c6,sharechat_chatgpt:https://chatgpt.com/share/6767cd23-0f2c-8009-b69e-566827e5a599,False,False,False,False,False
63ea387539b3eeda74f707a23b1c8e6d4d27c517a198a4f82bef8d739a416f56,sharechat_chatgpt:1ea0b9c5ed9a16a1e01d1c9e0f498fe8,False,False,False,False,False
6408ccf854e74b4095527dcb0abe36d6884607c4ebaf3bb3d9aa66f8dbf41ebd,wildchat_full:e64e542cff51db1e530da6fd4af9690f,False,False,False,False,False
6475253db42826254eca251a123fff3866c1e6b426f1cba028967e40900e9065,sharechat_chatgpt:https://chatgpt.com/share/67e22cbc-0168-8008-a729-92f33ed4fd24,True,True,False,False,True
6648e9dcef66d69e113f027b860d0035f5ace22fe9d4d46476ae0840577f2cc4,wildchat_full:b31e2e810a04fd6df18e9a17f4745b13,False,False,False,False,False
66f90060221702e7ac1184ff8851181172ff272740d61629e7b1a754b676720b,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
67e97ebe3fd4caad1161910d7884e5beb737b5649500f28d0492cbbefbc637a3,sharechat_chatgpt:https://chatgpt.com/share/687b0137-6e7c-8009-a380-4de882e8b494,True,True,False,False,True
67f3e6e9edeef76c757b2b4b0672908bbe657c183890c0f28b8ebd0e26d2be6e,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
681886309f88657c008d4b2c8f3d604e0b2223d084ab68de8f15a55dcb2d0423,wildchat_full:775707687c003d394e79e88608a7f07d,False,False,False,False,False
68b81d81fd828acf3b659b5e1226e5ad52d9e783b91198f14c5a46330dd73dc0,sharechat_chatgpt:https://chatgpt.com/share/67e75ae8-f2fc-8008-8cb9-ca723122e62d,False,False,False,False,False
68f8cc6e8250b2e1e86090d01b3ce073c358df740d64e895aa13c4f1d220d92b,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,True,True,True,True,False
6912efb1756be042bf7fa9d30781c3cf1743848be4de56dac9c63adfdbc25834,wildchat_full:14e92bc61079d2300f177286a29d7d54,False,False,False,False,False
693ce1dd8fbd9b27f4a7e22c1000584794cc1b98e447e54531fe4e6c502bb488,sharechat_chatgpt:https://chatgpt.com/share/687f591f-8f6c-800c-85f7-14e6d51b0fff,False,False,False,False,False
69cfdcbfb49e3c595b92938a43f9dccc8c73248e0265b53dcb2b0fa4eea3fb72,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,False,False,False,False,False
6c4b3239ab87ca5f78dfbd51b8d7208c5868aebf05ad562652bc22491dee5327,sharechat_chatgpt:https://chatgpt.com/share/673d3207-2af4-800d-8700-5e8611c93bd8,False,False,False,False,False
6c60acd34229d7e97f380606fc7091c925a2e240fb0fba3eb6a960d5b3448154,sharechat_chatgpt:https://chatgpt.com/share/6733cf69-95dc-8003-8225-01feebb761fc,False,False,False,False,False
6cc0faa16e49b5e493a79070f5ed47b5f7432a178b347d2c685a8b64d2f6d85a,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
6d822429f24c5f6a77450ffa61885f0b9a1a62b179549d6701455a95f5fcc19d,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,True,True,False,False,True
6d95c58ed1f64f2d0537f353226ab93d8644a7db811218d6a3efce48e39ec9c6,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,False,False,False,False,False
6dc6f249f2b603d4a889ce41d9699f9ed4f2469953116664b97a2b0e82d7a886,sharechat_chatgpt:https://chatgpt.com/share/67375bf8-bf58-8003-916a-afd82652a1a9,False,False,False,False,False
6e9e817edf15b9f9d1947face99013ad2fdef4656de411d98909244ce36e0eaf,sharechat_chatgpt:73306b1f79153f816e7d93b2b1c372b4,False,False,False,False,False
6ea39edaea2c2ccf5dc337983669c6360a1a609ff89a2078420be4d36161dc71,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,False,False,False,False,False
6eb696693e394931e36a4caf1de652412d45afaf0d83f1c901fd02a6e55e49ff,wildchat_full:b7ae442cb3e98b0cfcc928e9fe2c9ea7,False,False,False,False,False
6ee2ef72a5ecfebc9771f545e47723bed589e7515153947c25e1b058a240f462,sharechat_chatgpt:https://chatgpt.com/share/6829ac4d-1c2c-8006-9251-59403bcfe793,False,False,False,False,False
6f5eeb593f9f85ff967bc7d0d9d81aedee80346b2b914a9647f865183bc7d345,sharechat_grok:https://grok.com/share/bGVnYWN5_bc414f9e-1c1d-4110-a89a-93a063745dcd,False,False,False,False,False
6f6daa7108d9b26679af30a2d7655df1d19cc56a7b8c9e45a6afa33229cafd80,sharechat_chatgpt:https://chatgpt.com/share/686fcc65-4cb0-8008-9c65-235731cca06f,True,False,False,True,False
700618221e63f9bc59f9158ca89b557d0bab1453c3026857c24b933d0f86a2bf,sharechat_chatgpt:https://chatgpt.com/share/672b8e71-1ad8-8006-98a2-f4f2951eb1f1,False,False,False,False,False
707eadf4ba700312a8f2c2cbd296c2ea6211a25941027a271942887fedc9df5c,sharechat_chatgpt:https://chatgpt.com/share/6767cd23-0f2c-8009-b69e-566827e5a599,False,False,False,False,False
70b3bf0647480cad5dec8273cf780fa689c4ea5b5198ec1ddb7adba8ba53b558,sharechat_chatgpt:https://chatgpt.com/share/687bb639-6654-8013-9e87-642677463acc,True,True,False,False,True
70d6bc23ae895580527ba17194f95bc62f6fb29e8fe5be322cf92a85e35b872a,sharechat_chatgpt:https://chatgpt.com/share/68256a17-0b0c-8010-84ef-4486117210bc,False,False,False,False,False
7165645d129296e25f390a7852f5cc2fd51c936e493b420fe9371452299959d3,sharechat_chatgpt:https://chatgpt.com/share/67397774-5588-8011-8232-070dbc92e8bc,False,False,False,False,False
719a3df9744dd3fcbc442454739e1eeb592bb47d2f111c23a587c36fef074f57,sharechat_chatgpt:68a0ead0c2f39ffd1cb1d04dee34826d,False,False,False,False,False
71bc30336717f7f6d5d1bb212f4561bcc453fd2f6111b0c9573358743542b851,sharechat_chatgpt:https://chatgpt.com/share/67facf9c-87c8-8006-91ba-b4f05ce8ee3b,False,False,False,False,False
71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,True,False,False,True,False
726d2de523c7c6c323c5b5a3a457402cd5fa540c35f6ca4376fddfbce4bc54d2,sharechat_chatgpt:https://chatgpt.com/share/b3c3a22c-36b9-4b31-9756-e2f57f7ae921,False,False,False,False,False
7358f6f3a9d6dd5ba57f306e67137f2cf7a9e1f7fcd3b24bebe9ed145bd077aa,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,True,True,True,True,True
73b6c27f8a39bd1df7d3d8d2d027ea719b138274fae2fb40e85ce8664c354229,wildchat_full:d52af986f21ea6683fc5b110fe49a2a7,True,False,False,True,False
746b82feb3c3b313042168e5ae276573f3857548425778b5f95e36d673731138,sharechat_chatgpt:https://chatgpt.com/share/678289db-f1cc-8008-b700-987e4d8443cb,True,False,False,False,True
74a4f579b8b8854fdfc4d66588193fe777ddc2d1be2d298bd93df4980ed44d9f,sharechat_chatgpt:https://chatgpt.com/share/678e05af-2b80-8003-8aba-2a5031e1f24f,False,False,False,False,False
74b24d2bcc51c093a58c9062b5bab3c016d52b3bcad16becb5381a123bbdfd77,sharechat_chatgpt:https://chatgpt.com/share/67ca69aa-5810-800f-876e-3e044365ba13,False,False,False,False,False
74d90a9ab942567a7e640188c75e0577a6fa715729ad2165f596aab2fd6ccead,sharechat_chatgpt:https://chatgpt.com/share/67870dd4-81e4-8001-a228-49a5e6479ca0,False,False,False,False,False
74dbb7e19dd31eb8cb91cfeaf29c2f6cbfa213ed75da0f6d0c572704de265782,sharechat_chatgpt:https://chatgpt.com/share/680148ca-8fac-8007-b1a6-66ac73804a22,False,False,False,False,False
765d12719dcc157aeb723dc97f35dc470d368474e0cd9c2fb674a0b03a4ac16d,sharechat_grok:https://grok.com/share/bGVnYWN5_e67066c2-99f9-4edf-ba91-3b7659f15abf,True,True,True,True,True
7864d5c379899669b74fdd7341763be27a9c447ddabd3e63041e8352a266906c,sharechat_chatgpt:https://chatgpt.com/share/b3c3a22c-36b9-4b31-9756-e2f57f7ae921,True,True,True,False,True
78cf611c3e5b40389962614be1e186cb39c8dc9126aeb39c5f4b7aa76519771b,sharechat_chatgpt:3e252b20b21aec378a05dd05b9957d5a,True,True,False,False,True
793c47dbeb2bafaf701dddfc8658aad262b8eadcc099e4ec3ac46944f477fd90,wildchat_full:3428f1a428f7644f076ccf09bbfbfa18,False,False,False,False,False
795f2596c0921fd792c4815f4972c106def926413e236c36014722a638bb4dc3,sharechat_chatgpt:https://chatgpt.com/share/68051251-1728-8009-8192-217eb487a0bf,False,False,False,False,False
79b858ed9c5faa96038fd4311790f31371b3851db1063865d53f26710e423b20,sharechat_gemini:5f172ed8625e93d2ff0521d6d24723fc,False,False,False,False,False
79f3f1e45efe5215170cd8e79387dfedb6ae64c6d480ba81d75463c9cf23b6ed,sharechat_chatgpt:https://chatgpt.com/share/67c8475b-cac0-8003-87f5-429106f89ebd,False,False,False,False,False
7b4ec09913ebd22804627953e9bf550676648c5a3b842fc16b808a4b8db3c60d,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,True,False,True,True,True
7bc3a1ab62589b5814b19105a0fdbd04f00dcbe8a9c0f09ea566779bb4d5af7e,sharechat_chatgpt:https://chatgpt.com/share/67f7088d-a404-800d-95b4-ec964231b051,False,False,False,False,False
7ce1f8bdc5101b789b05208f86278948f2b86b8006809f81f1b8d61294a76544,sharechat_chatgpt:https://chatgpt.com/share/678e3ac1-3a54-8013-9390-aa6026663deb,True,True,True,False,False
7cf32c1d513a2fc7dc6305940fd4e4dd7595c1ecaf4e943204242dd184ce162e,sharechat_chatgpt:https://chatgpt.com/share/675df176-8eec-8013-ae62-de1ec23cb0f9,False,False,False,False,False
7d320529b06e85d4c02ec1f3c916f5f32d61441d89c3a4250cde1ea0e87b01b0,sharechat_chatgpt:https://chatgpt.com/share/682263d1-cc94-8005-a4fc-c14ab191f899,True,False,False,True,False
7e3af9ee614e667e83502ad3a6d8d2ea7d15991b024fbf1ca2d6d9e07f0b360d,sharechat_chatgpt:af107115dcca20a87abfe8acc24e5b96,True,True,False,False,False
7e3eb5a4970a93fb2243e4d5ef80753b384b2ff80d99573761aa017a61fcf257,sharechat_chatgpt:https://chatgpt.com/share/6873c390-4cf0-800a-90e1-e1254813fbcd,True,True,False,False,True
7e6d4bf619aac210d2ee643ce517435c12d9e2d66faf5a54590399c170d7f3df,sharechat_chatgpt:https://chatgpt.com/share/67b48a55-c680-8002-b2c3-1728c485689e,False,False,False,False,False
7ecf2eafb0c70c1245d956ecd0f88d8750bea14bbd39bb277c8e3072b3d78a98,wildchat_full:e51ee0332aa52ce47a9dddff498a470a,True,True,False,False,False
7f114484ad7893b7453a142f460d9ee589193ae9df7c4c4502b1d4dcef1003ea,sharechat_grok:https://grok.com/share/bGVnYWN5_af112fa8-f4c6-4319-93ce-c6c82a0da951,True,False,True,True,False
7fa959a79d7a50c36d4c347e3961cc9c66b2c2e95f5335dce424f2a87050e60e,sharechat_grok:https://grok.com/share/bGVnYWN5_80b6e011-d558-4cf4-854d-157f645357c3,False,False,False,False,False
800003c07db1d2385ccfb9e354d170ca7aa39405c0a3b843ea6818c9796086ba,wildchat_full:ba4b16d7f8f393096006eb87b3208ca1,False,False,False,False,False
802be2724a10f81966c0bb9229b97ce947d1da33cbe77a7074014483bc5ef38a,sharechat_chatgpt:https://chatgpt.com/share/1d0cf78f-70d3-4d21-a4d3-21a48902c4e6,False,False,False,False,False
8046fe72dd9561ef0f4f7e1bb969e3e089898dbf4925a19e1d7125d9889d8cc9,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,True,True,True,True,False
812e151e2d900893ff372aab2e76267da0c2b92f4d29941f5cf18d0f6f342acb,sharechat_chatgpt:https://chatgpt.com/share/682242a9-a654-800a-8235-d9c8606d56b9,False,False,False,False,False
82d15c33a672c7c968a2f4c09bcc28745fa9f10db76e2b594dcd4e7c3afe81c1,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
82f1c355de1444ea23bb0d13ab451023edf06703ff0d5529ee7bb6fb04bdcae3,wildchat_full:982e4ba81761f121b95b8621fbe25d98,False,False,False,False,False
83a24bef40cf5424d6d47c0d56d2ad641aeb05ce766038ae6aad4e892c1d9352,sharechat_chatgpt:https://chatgpt.com/share/672607d6-af60-8005-89d9-27956fc3cc61,False,False,False,False,False
83bb111e2cb977fa219bc65b57a834688bdc35e93346f9139b9424fcd2e110e9,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
844e51427e968b08dcdd9261beca244874ab5b69b3cf1d78724df3289ae8a779,sharechat_grok:https://grok.com/share/bGVnYWN5_cb41ee8a-db53-4301-b92e-003175633b07,False,False,False,False,False
846425b34f33126ed040e10f2a9a2b04cca4e75a0344f4a5d8db96bafb016b87,sharechat_chatgpt:ab980f1bbfe8ed99d6334dcd1b9e43cb,False,False,False,False,False
8495f9ceb22553bbbd73a011e6e25643146ac3a07b38f618855fca136af96869,sharechat_chatgpt:https://chatgpt.com/share/6798d515-adfc-800f-85b9-a8e89a18e54b,False,False,False,False,False
84c0c6f1faef7e30c61663dd3a5978bd703e824b816d176b986a31a2a08a6314,sharechat_chatgpt:https://chatgpt.com/share/67b48a55-c680-8002-b2c3-1728c485689e,False,False,False,False,False
8518e769d002da18b05a5b5ef94967ec05f2e68be595b169e67023d938836d59,sharechat_grok:547edd817e127af242abb084f60350fc,False,False,False,False,False
8547fb70c0ba033c7818f0d6a724b01533a26c4120ab450ea722339fc89baac5,sharechat_chatgpt:https://chatgpt.com/share/67e4d956-d794-8003-8a15-e3888065ea65,False,False,False,False,False
862b46451e4eca44e9ccf157353aa06f7865d9acfc5551e73f0db2dadd6ad794,sharechat_chatgpt:https://chatgpt.com/share/673e0ba9-32c0-8007-838e-db9741197ca0,False,False,False,False,False
8685c0e8a550aef404c710a83300ee2db6b59576cc3692940c27f926792950b8,sharechat_chatgpt:https://chatgpt.com/share/67996ba2-8348-8000-b56c-a5f390570216,False,False,False,False,False
868a35e11515941cadb3202cecbf2721f8693897a06fe990bf1a5cbda4b35307,sharechat_chatgpt:https://chatgpt.com/share/67b6cebc-4ad4-8013-a77e-e678ca4698a5,False,False,False,False,False
86b6d17ce44a611b4669044f187bf149b2e0ee63df3159ce42bbc2560cf64b18,sharechat_chatgpt:0faf8d613ea31cdca779ae6e8aac0c3a,False,False,False,False,False
86e169938860921512949ed4716969eae596d0614e40a6c189bf61de21ea2953,sharechat_chatgpt:https://chatgpt.com/share/67c5ef2b-e210-8009-93e6-5393ab100e7c,True,True,False,False,True
8728fb621894dcf33433c36c72f193eb25076ff8f4b83604861e728e813d195c,sharechat_chatgpt:https://chatgpt.com/share/67cda6b8-3638-8000-9d34-36a5ab70015f,False,False,False,False,False
