original_row_idx,model,full_context_score,target_only_score,full_context_endorse,target_only_endorse,difference,conversation_hash,message_hash
147,gpt-5.4-mini-2026-03-17,0,0,0,0,0,3d6fea287ef6a7eb5d16693934cf135986aa4b7497a63cd464439ecfafa05faa,74d90a9ab942567a7e640188c75e0577a6fa715729ad2165f596aab2fd6ccead
148,gpt-5.4-mini-2026-03-17,0,0,0,0,0,3d6fea287ef6a7eb5d16693934cf135986aa4b7497a63cd464439ecfafa05faa,e01e300839fe23db50efe4aab1328277d19d8207308d0c27ea077eaafd2ad9f7
149,gpt-5.4-mini-2026-03-17,0,0,0,0,0,3d6fea287ef6a7eb5d16693934cf135986aa4b7497a63cd464439ecfafa05faa,efc7ad26d82e8fb30b244b28185a5f98e6a0a8f6eb9d08a3a7eea0a3c76b9b12
151,gpt-5.4-mini-2026-03-17,0,0,0,0,0,e2bb519eb5948ecca597fc256d7ca849ed5e2cd5efb0b0ca102f084f9f4c7f4d,a6d703d4396ff020a3ae7479be5aa8be1bc0306d0e3f1194bc9fca66f9128f8b
152,gpt-5.4-mini-2026-03-17,0,0,0,0,0,e2bb519eb5948ecca597fc256d7ca849ed5e2cd5efb0b0ca102f084f9f4c7f4d,a597923aad7d5dc2b73011646465cf2307c9c91c9a0cd5ed78067014eca840f9
153,gpt-5.4-mini-2026-03-17,0,0,0,0,0,6643384ba65c3cb348ba5d0b4bcbc6c20938d282cbff4b6258924d9128f2c887,295dce3bbe2ca7d4da65f2449f4d8acd9195c632c26a68672b7c2e6f0e7c2035
154,gpt-5.4-mini-2026-03-17,0,0,0,0,0,6643384ba65c3cb348ba5d0b4bcbc6c20938d282cbff4b6258924d9128f2c887,74a4f579b8b8854fdfc4d66588193fe777ddc2d1be2d298bd93df4980ed44d9f
155,gpt-5.4-mini-2026-03-17,0,0,0,0,0,db3f6f7401383fa02c1e46ffd09a69fcffab1b0edace4edbe5858c4464f8530e,455dc75ed523bd15903bf03121f9a3dac847fb1e29d34a37105e1469219928d4
156,gpt-5.4-mini-2026-03-17,0,0,0,0,0,db3f6f7401383fa02c1e46ffd09a69fcffab1b0edace4edbe5858c4464f8530e,7ce1f8bdc5101b789b05208f86278948f2b86b8006809f81f1b8d61294a76544
157,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4468733e8a9f4d69bc5f803b7c52696b201ccfd7f552a02b83139482d70d6537,960275cd96a3bd14243aee43dbd5fe42887af8a2f8e1b1340c00ff1f5348040a
158,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1fd9e47173f09dd0e72d5fa3906a3892036182fcc56cd478fbbb2ff7fbfe8d75,a64420fdf6ec11c140f643c3c7fac81c3d9edb7fd7e09bea4cb658c1321d3af5
159,gpt-5.4-mini-2026-03-17,0,0,0,0,0,b07845d2145842a842d2cea4e9c64330ea2cff833e1bb3e683b1283152c2f6c5,507fd5c506b06dfa6c932d0a7225c7e25b01f39fbf89370864fa8c5845055cd3
160,gpt-5.4-mini-2026-03-17,0,0,0,0,0,b07845d2145842a842d2cea4e9c64330ea2cff833e1bb3e683b1283152c2f6c5,38095b3dbcf7b7e1b081143c84e2ec613bace0056cdc8865e828e7d1dd2c83a3
161,gpt-5.4-mini-2026-03-17,0,0,0,0,0,656bf069e600c709324120c7d405e1d9a3f777540dee5b030d78a8c083d8f867,5907cd5adb8fb40ad1a77a99088d29216d23223fd6e7c34adc332914857f4bb3
162,gpt-5.4-mini-2026-03-17,0,0,0,0,0,656bf069e600c709324120c7d405e1d9a3f777540dee5b030d78a8c083d8f867,4aaba9e47efad85add929185215c4c01e81c332a291cf3cc16c602bb3a3800d5
163,gpt-5.4-mini-2026-03-17,0,0,0,0,0,656bf069e600c709324120c7d405e1d9a3f777540dee5b030d78a8c083d8f867,e423bc91ddecd284f8cc2e10338ce70de56e8e7c08bcf92849142097622b5e2b
164,gpt-5.4-mini-2026-03-17,0,0,0,0,0,43d82476369a6aa21d9e9935a85b8e3a201c475511997b38fb3f6c9dd13f74fd,8495f9ceb22553bbbd73a011e6e25643146ac3a07b38f618855fca136af96869
165,gpt-5.4-mini-2026-03-17,0,0,0,0,0,33dc20e7ff425d7010c13d5de218c1353f520892613b5ceb880ee1d5780a0705,8685c0e8a550aef404c710a83300ee2db6b59576cc3692940c27f926792950b8
166,gpt-5.4-mini-2026-03-17,0,0,0,0,0,33dc20e7ff425d7010c13d5de218c1353f520892613b5ceb880ee1d5780a0705,a745f555fb0dc45864d8884ebfdfbc5104c16e946777cb3c818333e043a6ffbd
167,gpt-5.4-mini-2026-03-17,0,0,0,0,0,0a7406814f65a2c56164758f6c7051137480b757a906bb6449fdf250c6228a7d,0952be3fe23854e8a8d5da000e3e6af552b15e2be156797997c1564e31838c70
168,gpt-5.4-mini-2026-03-17,0,0,0,0,0,93826cc9ce0b5b03d1162c1e0d5428eab412018a18d46e108d09afd399833bcc,f77a1eab1d0b6defa916a2041a1a63df71418f48be26509e00ce75ee3d8cecbd
169,gpt-5.4-mini-2026-03-17,0,0,0,0,0,afd5c87e79eae1b4fd20463b510786a851b8663c90f88f21e5a922fff6120a54,00fc7bcacc9aaefb1cdc08aeb1cc043e4361a7519c87364b2eb0f031ec814042
170,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4d9362d2c1dec3a1d4aa16ea77667ab1670e7d2d305a31c5690e4f800f339459,946b7db9f3a7e389fe31b8a6338bbe423181f791cd59634586d799ca6335c1e8
172,gpt-5.4-mini-2026-03-17,0,0,0,0,0,351d1c1c54f2b83122e19631de476b01e60c50a3da3509709e11802e2913a3e2,6d95c58ed1f64f2d0537f353226ab93d8644a7db811218d6a3efce48e39ec9c6
173,gpt-5.4-mini-2026-03-17,0,0,0,0,0,351d1c1c54f2b83122e19631de476b01e60c50a3da3509709e11802e2913a3e2,500cd124b1005ebe318dd0d9ac53a7fe047c8299b21105fbde6ea1ae19533168
174,gpt-5.4-mini-2026-03-17,0,0,0,0,0,351d1c1c54f2b83122e19631de476b01e60c50a3da3509709e11802e2913a3e2,0b53d74ed3dd371deb094da2097c84fe7cb811dd0e9834ba2884675fba7dc095
175,gpt-5.4-mini-2026-03-17,0,0,0,0,0,351d1c1c54f2b83122e19631de476b01e60c50a3da3509709e11802e2913a3e2,914466367d1639c83fd52f87eca8f868f3e7f9a31804bc346f9c31575167596c
176,gpt-5.4-mini-2026-03-17,0,0,0,0,0,351d1c1c54f2b83122e19631de476b01e60c50a3da3509709e11802e2913a3e2,24dde79ccae2fc6ffb6b08b3b21f0c96aeb6835e854f72a709bce1a5295a1ae1
177,gpt-5.4-mini-2026-03-17,0,0,0,0,0,351d1c1c54f2b83122e19631de476b01e60c50a3da3509709e11802e2913a3e2,d391ef955bbdc49dbba74ef9ebbbf765ce313feac87975bb872b6afa5a0f4a0e
178,gpt-5.4-mini-2026-03-17,0,0,0,0,0,26bf16ce57404cb714816ba8075c449ba92c2a70c67b91b2ae997758ae4de10a,950e76aaefb58be8aa7fd1ccebb9d01e6e36286768766bdb021d1b34da535d8d
179,gpt-5.4-mini-2026-03-17,0,0,0,0,0,26bf16ce57404cb714816ba8075c449ba92c2a70c67b91b2ae997758ae4de10a,e38cc79f11277172057b32541baeef7a05af349f8e3ba5a413a3f775771c2083
180,gpt-5.4-mini-2026-03-17,0,0,0,0,0,c089fa302871deb445c5a8c6d135ba66a02fdae169b3949da183cf5365e903b2,bfa2c1e607d9dcd4bdb3af4b1ac10281c806071a332005ff19cc84b13a1d1c38
182,gpt-5.4-mini-2026-03-17,0,0,0,0,0,2c5b007b4cb71c8d35876dcc4624f4c515ddb28a24c5f131989b98ef6648a68d,84c0c6f1faef7e30c61663dd3a5978bd703e824b816d176b986a31a2a08a6314
183,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ea69682b28cc0b2ccfbfef83ec7d18b61a08c02b1a01f01ac82d073036ff1579,f4a91b3693cf5791ed82d5bea680e0808bd5adfd8065842fe8ccc89f640de9b1
184,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ea69682b28cc0b2ccfbfef83ec7d18b61a08c02b1a01f01ac82d073036ff1579,868a35e11515941cadb3202cecbf2721f8693897a06fe990bf1a5cbda4b35307
185,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ea69682b28cc0b2ccfbfef83ec7d18b61a08c02b1a01f01ac82d073036ff1579,3aa71b520145d19602e8f138660705b4acbcd3bcc36474448c02560295cf913e
186,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ea69682b28cc0b2ccfbfef83ec7d18b61a08c02b1a01f01ac82d073036ff1579,f3334f9ab712c96aeaac8668f0ad5133a5136dfd41ff079d944f95f0c4be222b
187,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ea69682b28cc0b2ccfbfef83ec7d18b61a08c02b1a01f01ac82d073036ff1579,c57e62bc7184e49a792f23360e26bfe41df93b202d73b69651a7db79262d79fd
188,gpt-5.4-mini-2026-03-17,0,0,0,0,0,59d65b91b7617863b97943fdfa4ee752c0a57b65d6b1cb117235d05a28465b88,17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504
189,gpt-5.4-mini-2026-03-17,0,0,0,0,0,59d65b91b7617863b97943fdfa4ee752c0a57b65d6b1cb117235d05a28465b88,e2b0eac1dfe4e746cd9c0b5ed68960de18816ff4a8b877a6c8e53c3d9b7ba3ef
190,gpt-5.4-mini-2026-03-17,0,0,0,0,0,13413ca9d2c611852ed2ca25e6056fa321d9bbc273ebe092f2ee70f9a9473a62,48811d84af31b4272b96def0e3f26d8cf64e4a499afdb067f56be21237435685
191,gpt-5.4-mini-2026-03-17,0,0,0,0,0,e825c5669b4d7ff8595b65956bb124dcb4feceaab7709a0bfeb4d0df8c0ee732,0b7724d285ce5ad3be4ca918aa5e3418e9fef8ecbca23f02297a0874f29d228e
192,gpt-5.4-mini-2026-03-17,0,0,0,0,0,d0e6f5435babae9c80b21ab9a9d5aa86e52faa8f1db8fd8a88537b83a418b549,86e169938860921512949ed4716969eae596d0614e40a6c189bf61de21ea2953
193,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4e78a96c92a797fcba86badecf4308756556ed6d4c9734933af939afc2df2fd9,ad87aabb6eb12af2a03447f7ac7e1a0c2d8d0b89936911741335e63ac319fbce
194,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4183f98e3225af09d213ce7fbe34971280feb99bd2126408987eca824e24eeab,79f3f1e45efe5215170cd8e79387dfedb6ae64c6d480ba81d75463c9cf23b6ed
195,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4ab72d92cb6f25320fefc8971d547ec47b626f10c69bf3c8335616010d3e67e3,d887ddf1e2d4247d940173674f80cec23d22ae07903c1f1240664e69e37f4102
196,gpt-5.4-mini-2026-03-17,0,0,0,0,0,93037bbf79e80b6309eb9b62b2b0296d07e1cd4263671e25064d265226d3612d,8cc8d23a016686591663724c9b517caa3e6f4cd95890e1dc1fc150aa4474c06e
197,gpt-5.4-mini-2026-03-17,0,0,0,0,0,93037bbf79e80b6309eb9b62b2b0296d07e1cd4263671e25064d265226d3612d,dbb06ab8ed65aef7d9feee0c465d3b79451452760516d93f2b691367da71bd30
198,gpt-5.4-mini-2026-03-17,0,0,0,0,0,a33a0bd6ca8c9ae8e48bd7937278aa77c2bdbfa1e5c96f69ae7e79d1f4ebba3f,500b3ed267058dbe4befcf086a354c6292e1cb6ff9394346b2ea92818aaf3a68
200,gpt-5.4-mini-2026-03-17,0,0,0,0,0,337dc7a97654ab7be1cba969b1f94e22dbf437e2df87e488e9d29b18fd4e8beb,625c39ef78123e252ec647f9dc297d9f05ce81f9bc812752e9d45b84d52787ed
201,gpt-5.4-mini-2026-03-17,0,0,0,0,0,337dc7a97654ab7be1cba969b1f94e22dbf437e2df87e488e9d29b18fd4e8beb,532b10c7c62fd7d91a12f520d4752116174e8bf4608dc075710ccc8119df5c08
202,gpt-5.4-mini-2026-03-17,0,0,0,0,0,337dc7a97654ab7be1cba969b1f94e22dbf437e2df87e488e9d29b18fd4e8beb,74b24d2bcc51c093a58c9062b5bab3c016d52b3bcad16becb5381a123bbdfd77
203,gpt-5.4-mini-2026-03-17,0,0,0,0,0,337dc7a97654ab7be1cba969b1f94e22dbf437e2df87e488e9d29b18fd4e8beb,59288da02f91ebb7b742b8c153be43edba2c15576384e5b57010ca77097e54e8
204,gpt-5.4-mini-2026-03-17,0,0,0,0,0,d2ec4d254991bf271620ef85683db73d987de759ec09a872949e60da6140dfb5,3c0e0fab24f6e0e19fa6d364b9b63d323353302115a0bf035d0b69512f1fb5aa
206,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1b8db3f7fd2678b2b9b1391fadc2881b95a584e1c9f6ef8d989ef7f849e5a209,0ff523bddc0d28db2f16842d4fd5bfa1138d6a293dc9f5bd1cf96f8e2889405a
207,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1b8db3f7fd2678b2b9b1391fadc2881b95a584e1c9f6ef8d989ef7f849e5a209,8dfd159fa354989067ef5e8ce1812339291947b39bd5ae882da808c117602970
208,gpt-5.4-mini-2026-03-17,0,0,0,0,0,dbef98542a38963a1ebf9b6bcc55931a9a73bc7608045843791cbcde8c23706f,c1b70f1e8e8fe5ee48c29dfa59e4601998dc173574ca428138856e187ba3b0cb
209,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4b9db109f4d6193b5af7d6338a7dab05799238a240cbadbd448711576fbacda8,a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4
210,gpt-5.4-mini-2026-03-17,0,0,0,0,0,66bdb65bdc370d74e30336651e2377f8d7238aafe6ad6a0634ce6768ee131e3d,918a0beb6e04e2c2e0195be10eb69ac8745d5beaf318ff4eb757e9e158346993
211,gpt-5.4-mini-2026-03-17,0,0,0,0,0,66bdb65bdc370d74e30336651e2377f8d7238aafe6ad6a0634ce6768ee131e3d,cd7acf785c6e51710893168c261b6ea8fc96ce7fb01feddc88651bd7bdd4440a
212,gpt-5.4-mini-2026-03-17,0,0,0,0,0,66bdb65bdc370d74e30336651e2377f8d7238aafe6ad6a0634ce6768ee131e3d,5fc9522120835bfe677e43ed59321e4d47480b459775d601660f3348ddfd337f
213,gpt-5.4-mini-2026-03-17,0,0,0,0,0,66bdb65bdc370d74e30336651e2377f8d7238aafe6ad6a0634ce6768ee131e3d,917b50c3b92ac8e90a464563a61888c700ab9c276703efb4459ee0065cadde68
214,gpt-5.4-mini-2026-03-17,0,0,0,0,0,66bdb65bdc370d74e30336651e2377f8d7238aafe6ad6a0634ce6768ee131e3d,b6d94e4633e61c9e301456cddbaaea1000ee67d98eaacfa45e79a0ff56dcc52d
215,gpt-5.4-mini-2026-03-17,0,0,0,0,0,6af9cd058bfcda86e46ed1d6afb9754b85c6d056aa6e9203f4846b5ea508abc0,f2117c23393f7c675e6bca291b7db0e30799e503a4402f29ef70a810fb0962ac
216,gpt-5.4-mini-2026-03-17,0,0,0,0,0,d6c68db0514a85b2752900d00c2505142a71d29646b839a4e48b442e3f6cbe87,083d8beb478d976f0f211bca132d0727442161d6ceb4cf596a517ce83d511c94
217,gpt-5.4-mini-2026-03-17,0,0,0,0,0,613da51a8a382dcd7625ab0f482a20e68354cbba0d507af8544bb008b8474a3a,40f983e49cd8b6dbdf3d5a378eb2eb3927304f016e9db9a9fc701d427572ab3e
218,gpt-5.4-mini-2026-03-17,0,0,0,0,0,89d90fef5d1315465aa93e87a8e020a36194f57d358ba7f4fc8c45b409137bce,9bafc44286900bff9ba1370bf480b3a9e7754fa13e0a45cf1a89e07ccc5ff489
220,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,53f402b7a5bd6912bd788902549c32f1769e59b5593e224e762dd25d7d45e7da
221,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,b758a9e75bd291c5c0e7f4fb3b7ffa3cf76cbac248533d87b9b57b842eeb8f69
222,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,53c102eb934a7bb7a20d24338c1135824c8cecb632972ba6168b8f3c5e42cbd3
223,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,10fbc7f4d0001ec7fc06e4f17daff2f6c4696711af1d4f8a2f74c547435027d1
224,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,3b3fe409b8021f6be27c90f896e0c35259e39d5f305dace9e8a9d5a78b5b0d8d
225,gpt-5.4-mini-2026-03-17,2,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,88031a88db4c1642c52aabed0434b4e8b71f775c046d7982bed06085b5461ab7
226,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,0c1b48022a9411ae73252351bc6b1b7c948786a1b8b65a3d33c9e10f8bf37bb9
227,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,4afddde603a768b14360b7d561c0a24f67a4f45e9335e32e3a73e9e0afd5afbe
228,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,431d73e04f1845ff69c45808db111b4999b536c192fdc4e72c1867dbd1bf2d92
229,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,e403e124fbcd833b7a8957797c170c7fafe4a6ff52d2ef1ff64af3f6a13bcbf4
230,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7bdd5c4daec7694fa05f9f3ac5cb4cfccb26123e6682a435f494a2546432de67,8046fe72dd9561ef0f4f7e1bb969e3e089898dbf4925a19e1d7125d9889d8cc9
231,gpt-5.4-mini-2026-03-17,0,0,0,0,0,c730b039a1374054ccfe9d14d716ce30270852ee79c049c4780184490e95617b,8547fb70c0ba033c7818f0d6a724b01533a26c4120ab450ea722339fc89baac5
232,gpt-5.4-mini-2026-03-17,0,0,0,0,0,912348c7c06f0bd2045403fe729172ba87a2900ea70a2d23e84b52d7a630add7,68b81d81fd828acf3b659b5e1226e5ad52d9e783b91198f14c5a46330dd73dc0
233,gpt-5.4-mini-2026-03-17,0,0,0,0,0,912348c7c06f0bd2045403fe729172ba87a2900ea70a2d23e84b52d7a630add7,4f0276a7aac0efee135f2c9632d74cce4be15276ac1f18172ad27a84a27a89fd
234,gpt-5.4-mini-2026-03-17,0,0,0,0,0,20380ab64360309e852a7e1ea3f26cbd5121191a399594c6562368a7116697cd,a2490fd1439cf1b601f0cb7d0919e123129b1c2b6f502036ba6e796267f73541
235,gpt-5.4-mini-2026-03-17,0,0,0,0,0,27abc4033fc44514ed1f3f1957dd268a88c7fa4fd1d8c689f364794a4c50da16,9bd3c6de970590151a4e17117ff874ac08ce93505e7b1e9b09af59c940badde7
236,gpt-5.4-mini-2026-03-17,0,0,0,0,0,27abc4033fc44514ed1f3f1957dd268a88c7fa4fd1d8c689f364794a4c50da16,396691ee273c9cadeae69b1dad9019c247ae5d22e3f7271cbb750668f8fcd9ce
237,gpt-5.4-mini-2026-03-17,0,0,0,0,0,27abc4033fc44514ed1f3f1957dd268a88c7fa4fd1d8c689f364794a4c50da16,287e314842c6e45a8266c707a98f8d07056823bf94a884d37a71d6c69f2b48b1
238,gpt-5.4-mini-2026-03-17,0,0,0,0,0,410afdf8b5cf42abfcd08fba0e46c9cb044e5f44866bc4b70e468694e9492586,cf2696996ea97dd6449f1ba1ae0f97776a43f85169c21ff06372591edc8cf6ec
239,gpt-5.4-mini-2026-03-17,0,0,0,0,0,410afdf8b5cf42abfcd08fba0e46c9cb044e5f44866bc4b70e468694e9492586,c6b8c7a174f003606065ed94520b36794cf782036936bbece2f906b4930eac64
240,gpt-5.4-mini-2026-03-17,0,0,0,0,0,a575eb9e69059ed91fb3e7af2516a0facdc5d3e71cd6c17aac195034f293d3bc,dd0a845a15c0670e92e1cff3e7618f4c3bf5e2255400fcd95f8c2e85ece6d971
241,gpt-5.4-mini-2026-03-17,0,0,0,0,0,499ce897badfad9c24f7927afa5ee3a43abc980c9b7dcb66a8663cd0a2f5ac2a,f7c0510dbc0f6f4c7a2ec0700539e770601e5cc128b9341723931dab731ccac9
242,gpt-5.4-mini-2026-03-17,0,0,0,0,0,499ce897badfad9c24f7927afa5ee3a43abc980c9b7dcb66a8663cd0a2f5ac2a,41aaa8aae3ff39fd497ae27c65dd20c9932e5d9619912584343408fa66d30dea
243,gpt-5.4-mini-2026-03-17,0,0,0,0,0,499ce897badfad9c24f7927afa5ee3a43abc980c9b7dcb66a8663cd0a2f5ac2a,22dd10bdcc4074016c2abfb5c8a653e5f4193bd56137ce95c4ba96cf3e3ccd7c
244,gpt-5.4-mini-2026-03-17,0,0,0,0,0,499ce897badfad9c24f7927afa5ee3a43abc980c9b7dcb66a8663cd0a2f5ac2a,69cfdcbfb49e3c595b92938a43f9dccc8c73248e0265b53dcb2b0fa4eea3fb72
245,gpt-5.4-mini-2026-03-17,0,0,0,0,0,0bb5b3b05ddb8d4d423a1666724ace684da28354f7eaea2f64894572adfacf58,ec214963302c7bd089012c0eef5cb845e15bbe57594d950157297699bb3de596
247,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ee037294e8db369985d108f24f55920eb66f6c820f056e9e9b93630b91c5ca7a,7bc3a1ab62589b5814b19105a0fdbd04f00dcbe8a9c0f09ea566779bb4d5af7e
249,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,48b31286f22de30b4effcd594ee79496dba600265d15d9a7e03ccb77371f4353
250,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,82d15c33a672c7c968a2f4c09bcc28745fa9f10db76e2b594dcd4e7c3afe81c1
251,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,caeae3d187ad7f88894db2cd40ae7f47e2176d015ada2bed240129ccaba928e6
252,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,062eac3bd06fcedd22aa965fc3c661d3366469b699f04369285eaf78396daef9
253,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,caad8d51d715796687f69baeeebd61478742b729515fdd15d204882821a68d96
254,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,3655770613a752c9d1b9eef72aebbbfc76a9c96009ecf6e4660845f6d2c0c538
255,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,4229a7e622499dcc3df76c2fe8049d63b4454ac62570e869b01ff564b4119df6
256,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,617fdaf00c2adfa2499316abfb9e43edd4e1b75365edee090f0a4192388738fd
257,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,3aa63e9af9865acb2eb6488c36b3ab1259c8d14534a43525c68b982d08a03574
258,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,6cc0faa16e49b5e493a79070f5ed47b5f7432a178b347d2c685a8b64d2f6d85a
259,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,525556e4b9c267f0f8bdb17ad07c07d6ea64d843d905f09e0d06f0dc7f4550f5
260,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,2c90115a32abbbe485fa2e62bd0519b3749c8619c019c21c60f806a7cccd259b
261,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,67f3e6e9edeef76c757b2b4b0672908bbe657c183890c0f28b8ebd0e26d2be6e
262,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,db0a94898a7c49aeaee890f07ea9b153fec3075ebd6308b0a23704ea6901005e
263,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,df5ad721fece2db9503ed92b7055d5a56bd2e4b5919f85898d74d3a97541b4f0
264,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,60cbe87c699262953889af63a6fa3f28ebfa602306d52ae44a4e421f405f087e
265,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,d6be4b0538a867e06c1fa0440f70fab8d6bd0af006cd2430a8240cb83078a4ac
266,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,5d45c26af415b058c9bf0ff5d9982604e44dd20444e80e0cf40e5aa3dd233b69
267,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,1ff28c97d58d1e48565bfc9d96d7d52ccd9dd469c416bc3180eabf283409d7f7
268,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f
269,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,049b2a683d652ea234a5100956b9f4f49c5a7e03adfd2940ae1c272a58a555c4
270,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,9c2b03ca3cdced2d89fa06de7a9785c58a51415ddaf933a9fb9cd3e6e9fc92b2
271,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,66f90060221702e7ac1184ff8851181172ff272740d61629e7b1a754b676720b
272,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,5f00527d16a132e525a50eb9cdcff92fd6d6cd0461530f6dc5f83724a6b9b32a
273,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,39268daa860cd9050f792c655a525effb89648e33d867eb306dbc7c5fcd1e1dc
